ordinal	global_index	date	sender	text_one_line
403	30821	28.04.2025 12:02:46 UTC-05:00	Jrk Bgrt	"Ok, the ""better half"" is hungry. Which means I'm off 🤗"
404	32082	14.05.2025 00:04:22 UTC-05:00	Jrk Bgrt 12.01.2023 06:09:14	Focussing on the theory of everything is also still a valid path to reaching the private key.
405	32083	14.05.2025 00:04:22 UTC-05:00	Jrk Bgrt 26.01.2024 12:21:46	Regular Bitcoin Private key
406	34597	16.06.2025 03:49:00 UTC-05:00	Jrk Bgrt 03.08.2023 14:51:33	Are you really looking for just the btc...?
407	36246	23.07.2025 08:00:48 UTC-05:00	Jrk Bgrt 31.03.2019 19:55:41	0011111101010100010011100100100101001000010111110100010001001110001100100101111101000101010010000101010001011111010100110100100101011111010000110101111101010010010001010100001001001101010101010100111001011111010001010100100001010100010111110100010001001110010000010101111101010100010011000101010101000001010001100100010101000100010111110101001101001001010111110011001100110001010111110100011001001001010111110101010001000001010010000101011101011111010001000100111001000001001111110101001101000101010001110100000101010011010100110100010101001101010111110101001101001001010010000101111101000100010011100100010101010011010111110101001001000001010100110100010101000001010000110101111101000100010010010100010001011111010101110100111101001000011111000111010101101000011100000111001001111001011010000111011101101011011010000110011001110010011101010111010101101000011001100111011101101011011011000111000101110111011101110111001001110011011101010111001001100110011010000110100001100111011101110111001001110111011010110110100001110001011010000110000101110111011101100111011101100100011010100110100000110001001100000011000100110001001100010011000100110000001100000011000100110000001100010011000100110001001100010011000000110000001100010011000000110000001100000011000100110000001100010011000000110001001100000011000100110000001100010011000000110001001100000011000000110001001100000011000100110000001100010011000100110000001100000011000000110000001100010011000000110001001100010011000000110001001100000011000000110000001100010011000100110000001100000011000000110001001100000011000100110001001100000011000100110000001100000011000000110000001100010011000100110000001100010011000000110000001100000011000100110001001100000011000100110001001100000011000000110001001100000011000100110001001100010011000100110000001100000011000000110001001100000011000000110001001100010011000000110000001100000011000000110000001100010011000100110000001100000011000100110001001100000011000000110000001100010011000100110000001100000011000000110000001100010011000100110000001100010011000000110001001100000011000100110000001100010011000000110001001100000011000100110001001100000011000100110000001100010011000100110000001100010011000000110000001100000011000100110001001100000011000000110000001100010011000000110001001100000011000100110001001100000011000000110000001100010011000000110000001100010011000100110000001100010011000100110001001100010011000000110001001100000011000000110001001100010011000100110000001100000011000100110001001100000011000000110001001100000011000000110001001100010011000000110000001100010011000000110000001100010011000100110000001100010011000000110000001100000011000000110000001100010011000100110000001100000011000000110001001100010011000000110000001100000011000100110000001100000011000100110000001100000011000100110001001100000011000000110000001100000011000100110000001100000011000100110001001100000011000000110001001100010011000000110001001100010011000100110000001100000011000000110000001100000011000100110001001100000011000000110000001100010011000000110000001100010011000100110000001100000011000000110001001100000011000000110000001100010011000100110000001100000011000100110000001100010011000000110001001100010011000000110001001100000011000100110000001100010011000100110000001100000011000100110001001100000011000000110001001100000011000100110000001100000011000100110000001100010011000100110000001100010011000000110001001100000011000000110001001100000011000100110001001100000011000000110001001100010011000000110001001100000011000100110000001100000011000000110000001100010011000000110000001100010011000000110000001100000011000100110000001100000011000100110001001100000011000100110000001100000011000000110001001100010011000000110000001100010011000000110000001100010011000100110001001100000011000000110001001100010011000100110000001100010011000000110001001100000011000100110000001100010011000000110000001100010011000100110000001100010011000000110001001100000011000100110001001100010011000000110001001100010011000000110000001100000011000100110001001100000011000100110001001100000011000000110001001100010011000000110000
408	36669	05.08.2025 11:40:21 UTC-05:00	Jrk Bgrt 19.04.2019 18:34:12	Equivalent of 25 btc
409	36670	05.08.2025 11:40:21 UTC-05:00	Jrk Bgrt 19.04.2019 18:36:13	Correct
410	36671	05.08.2025 11:40:21 UTC-05:00	Jrk Bgrt 19.04.2019 19:13:56	Depends how you look at it.
411	38731	15.09.2025 21:24:36 UTC-05:00	Jrk Bgrt	Yes
412	38732	15.09.2025 21:24:52 UTC-05:00	Jrk Bgrt	Carrots were originally purple, until the Dutch turned them orange in the 1600s to kiss up to their royal family.
413	42080	31.12.2025 22:15:02 UTC-05:00	Jrk Bgrt	.
414	42081	31.12.2025 22:16:15 UTC-05:00	Jrk Bgrt	..
415	42082	31.12.2025 22:17:05 UTC-05:00	Jrk Bgrt	...
416	42083	31.12.2025 22:18:07 UTC-05:00	Jrk Bgrt	....
417	42084	31.12.2025 22:19:05 UTC-05:00	Jrk Bgrt	.....
418	42085	31.12.2025 22:20:03 UTC-05:00	Jrk Bgrt	01001000 01100001 01110000 01110000 01111001 00100000 01101110 01100101 01110111 00100000 01111001 01100101 01100001 01110010 00100001 00100000 01001101 01100001 01101011 01100101 00100000 01110100 01101000 01100101 00100000 01100010 01100101 01110011 01110100 00100000 01101111 01100110 00100000 01100101 01110110 01100101 01110010 01111001 01110100 01101000 01101001 01101110 01100111 00101110 00100000 01001111 01101000 00101100 00100000 01100001 01101110 01100100 00100000 01101000 01100101 01110010 01100101 00100111 01110011 00100000 01100001 00100000 00100010 01110100 01101001 01101110 01111001 00100000 01101000 01101001 01101110 01110100 00100010 00100000 00111100 00110011 00101110
419	43102	04.01.2026 03:12:18 UTC-05:00	Jrk Bgrt 09.01.2023 05:10:46	At least prime number is very important to get any further.
420	47633	03.03.2026 20:11:55 UTC-05:00	Jrk Bgrt	👆🫡
421	47634	03.03.2026 20:12:28 UTC-05:00	Jrk Bgrt	Hi all 👋🏻
422	47637	03.03.2026 20:17:02 UTC-05:00	Jrk Bgrt	No hints , only free will. One of the few things I somehow strugle to fully accept albeit that science is currently not on the deterministic side if I'm not mistaken.
423	47640	03.03.2026 20:18:06 UTC-05:00	Jrk Bgrt	Everyone still having fun?
424	47646	03.03.2026 20:19:39 UTC-05:00	Jrk Bgrt	Jacque was quite an inspiring lad I'd say.
425	47650	03.03.2026 20:21:38 UTC-05:00	Jrk Bgrt	It's kinda of a pvp zone here. Sort of a rust server with both nice and toxic units.
426	47654	03.03.2026 20:22:42 UTC-05:00	Jrk Bgrt	Maybe, Cartman's quote about chatroulette fits too.
427	47655	03.03.2026 20:23:27 UTC-05:00	Jrk Bgrt	🤐
428	47657	03.03.2026 20:27:00 UTC-05:00	Jrk Bgrt	Looks at gnomad. 👀
429	47660	03.03.2026 20:29:05 UTC-05:00	Jrk Bgrt	Bingo
430	47662	03.03.2026 20:30:47 UTC-05:00	Jrk Bgrt	I only need to look at the address. If any of you reaches the next phase, the price is taken in no-time.
431	47664	03.03.2026 20:31:09 UTC-05:00	Jrk Bgrt	🤷‍♂️
432	47666	03.03.2026 20:32:01 UTC-05:00	Jrk Bgrt	I suppose that could get you far in real life.
433	47670	03.03.2026 20:33:52 UTC-05:00	Jrk Bgrt	Before I forget. For those who DM me, my apologies for not answering - or only rarely. Nothing personal ❤️.
434	47672	03.03.2026 20:35:22 UTC-05:00	Jrk Bgrt	I'm going to rewatch episode 3.5 with  the better half.
435	47674	03.03.2026 20:36:04 UTC-05:00	Jrk Bgrt	Nope. You're not the first to ask.
436	47675	03.03.2026 20:37:14 UTC-05:00	Jrk Bgrt	Cheers all, good luck again 👋🏻!
437	48443	13.04.2026 11:25:35 UTC-05:00	Jrk Bgrt 13.04.2026 11:21:41	So why are we stopping? \n To run a bot like this in 2026, you need a ridiculous amount of compute. Our market analyser is a proper cruncher which deals with big data, all on the fly (big data by definition, fyi). It crunches numbers every microsecond, year in year out. To stay competitive, it costs a fortune. The whole setup only really makes financial sense for the big whales and UHNWIs on the highest tier. Running these calculations for the shrimps is literally killing us financially. The other subscription levels are not enough to keep it +EV. We tried. We crunched the numbers until our eyes hurt. Time to be honest and do the inevitable. \n We try to be a bit ghostly, but we are definitely not ghosting you. Here is what we are doing for you right now. \n The dashboard will stay open for a few days, and we’ll make sure you can retrieve your history. Also, our terms and conditions state that we have to return all funds from the last 2 weeks. We’ll make that 6 weeks instead. So, please stop sending us funds for your subscriptions. \n We are not deleting the code. We are still figuring out what to do with it (maybe open source it, maybe something else, sell it to w/e company, fund or individual. We will let you know soon, or you may contact us, of course. \n Your personal data was always kept to bank security grade plus standards. It will be deleted and will never be included in a sale (might that ever happen). \n So thank you. \n Thank you for trusting a bunch of idiots with a dream. Thank you for the memes, the rage messages, the wins, the losses and every single story you shared. This ride was never about us getting rich. It was about getting YOU rich in a world that needed it. \n The lights are going off, but the story? That one lives forever. \n Stay dangerous out there, stack sats and may your future entries always be better than your exits. \n With love, zero regrets, \n JRK, d0d, Darky, Bloctite, and the remaining GSMG crew. \n P.S. The puzzle is still unsolved. We are watching from the sidelines with an infinite amount of popcorn without giving any hints - we hope that this will remain community-maintained, as the URL might vanish. 👀 \n P.P.S. Don’t worry about us; we’ve been busy with many non-GSMG things in the meantime. Who knows, you might enjoy some of the services/products we worked on somewhere in your life. You may find us in digital delivery systems for the entertainment and racing industry, automobile global human transport services, educational platforms, card game, logistics, data analyses, music-related entertainment, and many more.
438	48479	13.04.2026 18:29:44 UTC-05:00	Jrk Bgrt 05.03.2021 08:15:45	No hints 🤡
439	48737	21.04.2026 16:16:46 UTC-05:00	Jrk Bgrt 19.04.2019 18:34:12	Equivalent of 25 btc
440	48750	22.04.2026 17:00:22 UTC-05:00	Jrk Bgrt 19.04.2019 18:34:12	Equivalent of 25 btc
441	50206	24.05.2026 15:50:07 UTC-05:00	Jrk Bgrt 06.08.2023 05:44:39	The puzzle talks for me.
442	50334	28.05.2026 06:41:02 UTC-05:00	Jrk Bgrt	Ah, ofcourse. The puzzle is still valid!
443	50340	28.05.2026 08:34:18 UTC-05:00	Jrk Bgrt	🫡🥳
444	50931	09.06.2026 18:38:35 UTC-05:00	Jrk Bgrt 06.08.2023 05:44:39	The puzzle talks for me.
